Feature1,Feature2,Feature3,Feature4,Target
21.361,1006.1,18.306,549.18,103.7
21.692,1006.2,21.936,549.87,119.25
23.485,1006.3,24.544,550.42,129.12
25.316,1006.3,25.705,549.9,133.6
26.904,1006.3,25.721,550.39,133.73
28.689,1006.4,25.757,550.2,133.73
28.326,1006.6,25.71,550.24,133.74
28.433,1006.3,25.754,549.67,133.74
28.618,1005.9,25.759,549.56,133.73
28.527,1005.4,25.768,549.67,133.7
28.189,1005,23.697,550.02,124.88
28.086,1005,25.945,549.7,133.72
27.552,1005.1,25.92,549.57,133.73
23.962,1006.1,25.154,550.1,132.57
21.95,1006.6,24.822,550.25,131.73
21.21,1006.3,25.339,550.15,133.7
21.258,1006.5,23.267,550.14,124.94
21.213,1006.8,25.494,550.08,134.6
21.282,1007,25.426,550.12,134.29
21.426,1007,21.621,547.08,116.43
21.357,1006.9,18.486,549.96,104.87
21.117,1006.9,18.58,549.96,105.17
20.929,1007,18.423,549.88,104.56
21.06,1007.2,18.159,549.97,103.21
21.281,1007.5,18.115,549.97,102.87
21.598,1007.7,18.348,550.12,103.61
22.265,1008,21.524,550.01,117.05
22.827,1008.4,25.521,549.86,134
23.442,1008.7,25.715,550.18,134.58
25.28,1009,25.517,550.25,133.72
26.658,1009,25.571,550.42,133.73
28.443,1008.7,25.619,550.42,133.71
28.834,1008.7,25.576,550.33,133.72
28.923,1008.4,25.654,550.34,133.71
29.146,1008.1,25.704,549.73,133.71
29.338,1008,25.771,549.62,133.72
29.283,1007.9,25.788,549.63,133.7
28.639,1007.9,18.868,549.69,104.4
26.989,1008,24.319,549.86,128.04
26.071,1008.3,25.626,550.26,133.71
24.313,1008.5,25.433,550.15,133.72
22.919,1008.3,25.326,550.36,133.73
21.62,1008.3,22.717,550.01,123.28
20.68,1008,25.075,549.63,133.67
20.047,1007.9,24.15,550.22,130.03
19.568,1007.5,21.731,550.07,120.2
19.688,1007.2,23.194,550.28,125.81
19.621,1007.1,21.449,549.98,118.68
19.707,1006.9,19.663,549.87,110.66
21.079,1006.8,19.661,550.17,109.74
23.535,1006.9,20.521,549.78,112.97
25.019,1006.8,20.774,550.29,113.76
25.623,1006.5,20.295,550.22,111.53
26.9,1006.5,25.734,549.82,133.72
27.32,1006.2,25.8,550.12,133.72
27.577,1006.1,22.601,550.1,120.26
27.938,1005.8,25.967,550.48,133.71
28.406,1005.3,25.997,550.38,133.72
28.624,1005,22.894,550.28,121.02
28.229,1004.4,20.767,549.59,112.42
27.983,1004.7,20.526,549.77,111.79
26.256,1005.2,20.339,549.97,111.77
24.272,1005.6,20.831,550.11,114.85
22.916,1006.1,25.266,550.21,133.73
22.503,1006.5,22.969,550.18,124.29
22.041,1007,25.157,550.43,133.83
21.679,1007.1,21.504,550.1,118.35
21.266,1007.2,21.144,550.03,116.73
21.277,1007.4,20.132,550.11,112.72
21.245,1007.3,20.229,549.8,112.77
21.3,1007.6,20.249,550.18,112.77
21.21,1008,20.182,550.16,112.76
20.797,1008.3,20.392,549.96,113.91
21.062,1008.6,24.996,550.15,133.13
21.908,1009,25.154,549.65,133.22
22.675,1009.4,25.236,549.82,133.47
23.561,1009.5,25.29,550.15,133.26
24.835,1009.7,25.556,550.27,133.78
27.694,1009.7,25.589,550.38,133.78
29.406,1009.6,25.615,550.36,133.79
29.392,1009.5,25.816,550.37,134.28
29.403,1009.4,25.657,550.07,133.78
29.776,1009.2,25.714,549.62,133.79
29.666,1009.4,25.731,549.6,133.77
28.642,1009.9,24.815,549.61,129.63
27.556,1010.3,20.679,550.2,113.01
26.901,1010.7,24.829,550.22,130.31
25.311,1010.8,25.534,550.04,133.68
24.621,1011,25.52,549.82,133.73
23.177,1011.1,23.689,550.22,126.93
21.853,1011.1,20.101,549.81,112.33
20.65,1010.9,20.126,550.06,112.81
19.775,1010.7,20.432,550.09,114.51
19.148,1010.5,20.012,549.97,112.76
18.929,1010.2,20.01,550.03,112.76
18.494,1010.3,19.964,549.94,112.74
18.478,1010.3,19.986,549.9,112.74
19.341,1010.2,20.327,549.96,113.45
22.034,1010.2,23.989,549.86,127.13
24.909,1009.9,25.773,549.88,133.72
26.773,1010.1,25.76,549.99,133.75
28.994,1010,25.714,550.12,133.78
29.812,1009.6,25.689,549.94,133.76
30.036,1009,25.61,549.84,133.36
30.296,1008.6,25.877,549.62,133.76
31.231,1008.3,25.938,549.82,133.78
31.444,1008,26.004,550.24,133.78
30.962,1007.6,25.995,549.94,133.77
29.769,1007.4,21.344,549.83,114.92
28.475,1007.3,25.663,549.89,132.81
26.829,1007,25.827,550.34,133.65
26.114,1007,25.828,550.49,133.75
25.969,1007,25.775,550.34,133.75
25.242,1006.9,22.94,550.37,122.49
23.571,1006.7,20.618,549.93,114
22.08,1006.2,25.388,549.87,134.31
21.054,1005.8,25.269,549.83,134.2
20.26,1005.6,20.254,549.97,113.18
19.845,1005.3,20.123,549.77,112.75
20.059,1004.9,20.187,549.87,112.75
19.764,1005.1,20.122,549.81,112.75
20.39,1005.2,22.11,550.19,120.41
23.269,1005.4,25.709,550,133.54
25.555,1005.5,25.849,549.93,133.74
26.427,1005.5,25.544,549.83,132.42
28.167,1005.7,26.959,547.07,136.61
29.572,1005.6,27.746,545.93,139.71
31.157,1005.4,26.23,549.84,133.76
32.336,1005.3,26.374,549.74,133.76
33.035,1005.3,26.413,550,133.76
31.975,1005.4,26.216,550.1,133.26
30.247,1005.6,25.999,550.04,132.77
28.438,1006.2,25.727,549.84,132.74
26.944,1006.9,25.343,550.26,132.73
25.371,1006.9,25.307,550.32,132.74
24.574,1007.3,25.366,549.67,132.76
24.116,1007.7,25.459,550.02,133.71
23.568,1008,25.441,549.86,133.74
23.259,1008.3,25.547,550.21,134.22
22.56,1008.3,22.454,546.91,119.95
21.48,1008.2,20.441,549.7,113.73
20.631,1008.3,20.28,550.03,113.9
19.88,1008.6,20.215,549.96,113.76
19.618,1008.9,20.246,550.04,113.73
19.77,1009.3,20.25,550,113.52
20.758,1009.6,20.296,550.08,113.21
22.91,1009.8,24.555,549.99,129.19
25.748,1010.2,25.877,549.89,133.1
28.137,1010.5,27.338,546.88,137.2
30.107,1010.7,30.801,537.64,149.67
30.898,1010.7,25.958,549.81,133.2
32.075,1010.6,26.226,549.56,133.45
32.313,1010.5,31.23,536.31,150.96
32.313,1010.4,31.299,536.15,151.38
32.478,1010.4,30.626,538.44,149.96
32.628,1010.5,27.318,546.79,138.01
32.161,1010.8,26.042,550.33,132.77
29.99,1011.1,25.873,550.05,132.76
27.683,1011.3,25.698,550.13,132.76
27.096,1011.5,25.596,550.25,132.77
26.331,1011.8,25.464,549.95,132.76
24.983,1011.8,25.237,550.13,132.76
23.351,1011.8,25.171,549.93,133.41
22.093,1011.7,23.476,549.84,126.58
21.303,1011.6,19.792,550.14,111.36
20.616,1011.6,19.559,550.07,110.78
19.929,1011.7,19.46,550.07,110.76
19.828,1011.9,19.561,549.85,111.05
19.894,1012.4,19.775,550.11,111.76
21.654,1013,21.354,550.01,117.01
24.276,1013.3,26.056,549.73,134.44
26.976,1013.8,26.259,550.02,134.75
28.658,1014,29.163,541.63,143.6
30.281,1014.4,30.846,536.88,149.32
30.538,1014.4,29.461,540.72,144.77
30.696,1014.4,27.942,544.38,138.47
30.223,1014.1,27.839,546.3,139.82
29.934,1014.2,26.009,549.91,133.38
29.54,1014.5,26.052,549.85,133.8
28.837,1014.7,25.986,550,133.79
27.881,1014.9,25.808,549.82,133.78
26.227,1015.1,25.586,549.93,133.8
25.047,1015.6,25.522,550.16,133.78
24.059,1015.6,25.477,550.23,134.05
23.593,1015.2,25.505,550.24,134.44
22.885,1015.1,25.429,550.21,134.48
22.354,1015,25.289,550.04,134.37
21.868,1015.1,25.276,550.15,134.37
21.339,1015.3,25.223,550.13,134.67
21.031,1015.6,18.388,549.81,105.15
21.154,1016.1,18.367,550.08,105.03
22.393,1016.3,25.603,550.16,134.56
24.587,1016.6,25.906,550.1,134.54
25.969,1016.7,26.055,549.83,134.71
27.372,1016.7,26.122,549.78,134.43
28.858,1016.8,26.125,550.1,134.24
29.256,1016.6,26.086,549.99,133.76
29.429,1016.3,26.103,550.22,133.78
29.656,1016,26.162,550.41,133.78
30.605,1015.9,26.252,550.3,133.79
30.255,1015.8,26.148,550.11,133.79
29.689,1015.9,26.129,549.74,133.78
28.798,1016,25.917,549.95,133.78
27.314,1016,25.684,549.96,133.79
25.687,1016,25.552,549.79,133.78
24.462,1016.1,25.422,549.63,133.78
23.719,1015.8,24.563,550.2,130.37
23.121,1015.3,19.995,550.04,111.73
22.114,1015,19.835,550.04,111.77
21.517,1014.7,19.875,550.17,111.78
21.581,1014.4,19.903,550.11,111.77
21.619,1014.3,19.893,550,111.85
21.312,1014.5,25.009,550.05,133.56
21.348,1014.6,25.143,549.93,133.73
22.274,1014.7,25.276,549.57,133.65
23.851,1014.7,20.316,550.01,111.64
25.533,1014.7,20.408,550.03,111.55
27.11,1014.7,23.963,549.89,125.67
28.35,1014.8,26.023,549.73,133.76
28.875,1014.6,22.725,549.94,120.02
29.758,1014.2,20.754,549.94,111.81
30.529,1013.9,20.809,550.16,111.81
30.964,1013.7,22.977,550.1,120.35
30.992,1013.5,26.404,550.03,133.77
30.785,1013.2,26.363,550.21,133.77
30.196,1013.1,20.929,549.9,112.51
29.228,1013.3,22.764,549.85,120.38
25.508,1013.2,20.501,549.89,112.12
24.737,1012.5,20.727,549.95,113.32
24.518,1012,20.389,550.17,111.79
23.923,1011.9,20.205,550.01,111.77
23.137,1012,20.199,550.02,111.8
23.076,1011.8,20.118,550.02,111.71
23.534,1011.8,20.491,549.89,112.51
24.477,1011.9,25.463,550.36,132.93
25.52,1011.9,27.431,545.35,138.62
26.602,1011.9,30.399,538.39,148.68
27.656,1011.7,30.559,538.27,148.62
28.898,1011.6,29.54,541.68,146.18
29.448,1011.6,29.84,540.68,146.95
30.03,1011.4,29.942,540.19,147.48
30.577,1011.3,30.071,540.06,147.83
30.611,1011.2,30.033,540.03,147.86
30.439,1011,29.847,540.94,147.35
30.578,1010.6,29.527,541.25,145.51
30.328,1010.3,26.213,549.87,133.84
29.427,1010.4,26.039,549.78,133.83
28.108,1010.5,25.77,550.01,133.84
26.727,1010.7,30.141,538.72,148.21
25.454,1010.8,25.506,550.03,134.19
24.563,1010.8,25.587,549.7,134.43
23.789,1010.6,29.453,541.04,147.37
23.523,1010.2,25.29,549.99,133.92
23.107,1009.7,22.628,549.83,122.72
22.795,1009.6,20.194,550.18,112.68
22.515,1009.6,20.208,550.15,112.8
22.387,1009.7,20.232,550.11,112.79
22.803,1010,20.268,550.06,112.57
23.796,1010.3,23.09,549.95,123.76
25.642,1010.4,25.888,549.96,134.34
27.418,1010.5,30.56,537.82,147.82
28.507,1010.4,30.124,539.56,147.19
29.599,1010.5,30.145,539.78,147.26
30.067,1010.4,29.517,541.7,146.35
30.364,1010,29.959,540.53,147.47
30.568,1009.9,29.749,541.3,147.05
30.958,1009.6,30.097,540.26,147.64
30.988,1009.4,29.911,540.97,147.3
30.98,1009.2,30.143,540.26,147.76
30.838,1009.2,29.154,543.27,145.87
29.982,1009.3,28.183,546.64,141.58
28.768,1009.6,24.7,549.59,127.78
27.46,1009.8,23.377,550.41,123.83
26.163,1010.1,25.892,549.93,134.53
25.126,1010.1,28.242,546.04,142.67
24.299,1010,30.479,538.66,149.22
23.891,1009.6,25.812,549.46,134.79
23.589,1009.3,25.487,550.24,134.61
23.195,1009,25.655,550.04,135.19
23.202,1009.1,25.482,549.99,134.77
23.446,1009.3,25.52,549.83,134.75
23.606,1009.6,30.224,538.74,148.33
24.533,1009.9,25.746,549.71,134.7
26.282,1010.3,30.232,539.01,147.05
27.902,1010.3,30.606,537.92,148.25
29.907,1010.2,29.711,541.61,146.17
30.031,1010.1,29.336,543.1,145.42
30.196,1009.8,29.529,542.11,145.64
30.469,1009.6,29.136,543.45,144.96
30.846,1009.4,26.354,550.37,133.93
30.281,1009.9,26.538,549.69,135.23
29.203,1010.2,27.839,547.74,139.77
27.761,1010.3,26.324,550.34,135.64
26.373,1010.7,25.694,550.3,133.85
25.436,1010.9,25.818,550.56,134.76
24.571,1010.8,25.524,549.94,134.1
24.183,1010.6,25.731,550.2,134.86
23.704,1010.5,25.155,550.16,133.18
23.315,1010.3,25.484,550.27,134.25
23.161,1010.1,25.69,550.04,135.26
23.029,1010,25.517,549.99,134.76
22.547,1010.3,25.447,550.23,134.74
22.521,1010.4,25.486,550.06,134.75
23.411,1010.5,25.64,549.92,134.67
25.06,1010.4,29.926,539.96,146.7
26.706,1010.7,29.75,540.93,146.73
27.772,1010.9,30.026,540.19,147.22
28.823,1011,29.813,540.83,146.57
29.617,1011.1,29.997,540.76,146.77
30.247,1010.9,29.635,542.03,146.05
30.362,1010.9,29.698,541.65,145.86
30.389,1010.9,29.351,542.61,145.23
30.676,1010.8,29.772,541.23,146.07
31.459,1010.7,29.585,541.87,146.37
31.109,1010.8,29.813,540.89,146.91
30.198,1011.1,29.558,541.51,146.34
28.78,1011.6,27.768,548.11,140.61
27.528,1012.2,26.457,550.06,136.37
26.605,1012.4,25.92,549.8,134.48
25.692,1012.3,27.246,549.32,139.86
24.78,1012.2,30.356,538.88,148.41
24.127,1012,20.509,549.84,112.87
23.664,1011.9,20.186,550.07,111.78
23.2,1011.9,20.104,550.39,111.78
23,1011.9,20.127,550.25,111.78
22.767,1011.8,20.107,549.97,111.78
22.91,1011.9,20.106,550.02,111.58
23.662,1012,30.257,537.73,146.88
25.301,1012.3,30.01,540.32,146.57
26.747,1012.4,29.936,540.29,146.04
28.079,1012.6,29.096,543.66,144.27
29.21,1012.7,29.374,542.23,144.8
31.111,1012.3,30.016,540.53,147.37
31.74,1012.2,30.419,539.1,148.16
32.407,1011.9,28.377,545.82,138.65
31.985,1011.8,29.589,541.29,141.57
31.287,1011.7,26.295,550.18,133.26
30.04,1011.5,26.165,550.22,133.84
28.012,1011.8,25.917,549.88,133.81
26.429,1012.1,25.904,549.81,134.5
25.269,1011.9,25.688,550.16,134.51
23.873,1011.6,25.773,550.28,135.27
22.79,1011.3,31.071,535.99,151.82
22.131,1011,30.51,537.87,150.62
21.497,1010.8,28.448,538.98,141.98
20.94,1010.6,20.197,550.04,112.69
20.441,1010.4,20.129,550.05,112.76
20.247,1010.3,20.096,549.7,112.77
21.154,1010.5,20.231,549.81,112.74
23.342,1010.8,25.98,549.26,134.2
26.505,1010.9,30.024,540.51,144.14
28.753,1011,31.066,536.87,149.66
30.471,1010.9,31.29,535.92,150.82
30.927,1010.6,30.215,539.72,148.38
31.385,1010.4,29.198,541.59,144.6
31.833,1009.9,20.974,549.96,112.01
32.286,1009.3,20.461,549.96,109.83
32.391,1008.9,19.432,549.81,104.97
32.54,1008.5,23.475,545.52,118.93
32.482,1008.3,21.193,549.94,112.47
31.999,1008.3,23.694,550.2,122.59
30.767,1008.1,26.724,549.62,134.89
29.079,1008,28.956,544.54,142.11
27.371,1007.9,27.15,550.18,138.72
25.637,1007.6,25.618,550.32,133.78
24.151,1007.4,28.002,547,142.66
23.188,1007.2,20.486,549.88,112.9
22.777,1006.9,20.419,550.18,112.78
22.13,1006.9,20.133,549.9,111.91
21.617,1006.9,20.086,549.9,111.77
21.232,1006.8,19.905,550.02,111.01
21.153,1006.7,20.162,550.12,112.77
21.919,1006.7,20.352,550.03,112.76
24.377,1006.6,25.791,545.13,130.26
27.037,1006.6,30.066,540.66,146.52
29.236,1006.5,30.445,539.32,147.85
30.748,1006.5,30.147,540.1,147.25
31.867,1006.2,30.199,540.49,147
32.507,1005.6,29.27,543.58,143.29
32.779,1005.1,30.402,539.8,147.69
33.183,1004.7,28.763,545.6,140.57
33.622,1003.8,28.291,544.58,139.56
32.28,1003.3,21.239,549.98,112.81
30.907,1002.9,23.753,549.55,122.75
29.741,1003,26.434,549.77,133.86
28.597,1003.2,30.992,537.56,149.03
27.278,1003.3,26.34,549.3,135.2
26.131,1003.5,28.09,546.85,142.54
25.165,1003.6,29.962,539.97,148.46
24.805,1003.5,24.878,547.11,129.86
25.132,1003.2,20.588,550.33,112.62
25.574,1003.2,20.695,550.2,112.3
25.597,1003,20.749,549.95,112.79
25.302,1003.3,20.718,549.94,112.77
25.156,1003.6,20.689,550.08,112.45
25.67,1003.9,25.76,544.38,130.54
26.497,1004.1,28.322,542.52,140.69
27.359,1004.2,26.833,544.19,134.42
28.311,1004.2,30.419,538.62,145.72
29.06,1004.2,29.225,543.19,144.56
29.648,1004.3,29.839,541.64,145.73
32.095,1003.5,29.703,542.34,146.06
31.061,1003.9,29.501,542.97,143.59
30.669,1004.2,29.57,542.72,144.97
29.498,1004.6,30.499,539.6,147.86
28.375,1004.8,30.314,540.41,148.71
26.96,1004.9,30.326,539.65,148.93
25.766,1004.7,26.151,549.11,135.49
24.401,1004.4,31.057,537.01,150.98
23.193,1004.4,30.878,537.56,151.26
22.342,1004.4,25.283,549.81,133.62
21.812,1004.4,25.434,549.99,134.74
21.547,1004.7,25.375,550.04,134.74
21.575,1005,25.385,549.9,134.72
22.953,1005.4,25.954,549.59,135.09
25.583,1005.6,30.515,539.33,148.62
28.262,1005.8,30.324,540.02,147.3
29.97,1006.1,29.591,542.64,145.03
31.635,1006.2,27.36,549.33,137.46
32.976,1006.3,30.821,538.4,148.33
33.451,1006.2,30.983,537.74,149.41
33.536,1006,30.139,540.91,147.29
33.37,1005.8,29.764,542.51,146.33
32.631,1005.6,29.837,541.6,146.39
31.863,1005.6,29.952,541.15,146.14
30.75,1005.6,30.109,541.04,146.62
29.557,1005.8,30.005,541.18,146.34
28.175,1005.9,29.546,542.54,145.52
27.084,1005.9,26.23,549.57,135.05
26.053,1005.7,30.171,540.05,147.63
25.234,1005.5,29.957,541.17,147.44
24.565,1005.3,25.677,549.88,134.1
24.123,1005.1,25.573,549.77,133.73
23.899,1005,25.58,550.01,133.75
23.733,1005.1,25.498,550.25,133.74
23.693,1005.1,24.211,549.95,128.3
23.547,1005,20.46,550.04,112.78
23.596,1004.8,27.275,542.01,136.1
25.007,1004.9,29.19,543.51,144.08
26.68,1004.8,29.468,542.98,144.33
27.946,1004.6,29.085,543.8,143.92
29.17,1004.5,29.288,543.13,144.2
30.199,1004.2,29.151,544.02,144.23
31.179,1003.8,29.577,542.67,145.74
32.134,1003.3,29.734,541.92,146.32
33.239,1002.6,29.891,541.6,146.87
34.332,1001.7,29.826,541.94,146.54
34.483,1000.9,29.527,543.32,145.83
34.138,1000.2,29.754,542.51,146.11
33.128,999.57,29.384,543.9,145.1
31.249,999.06,29.492,543.68,144.39
29.337,998.58,29.309,544.39,143.74
28.311,998.42,29.456,543.27,144.55
27.705,998.14,29.494,542.98,145.72
26.3,997.89,30.389,540.2,148.61
25.565,997.27,25.935,550.2,134.21
25.419,996.89,26.052,550.44,134.55
25.506,996.17,26.323,550.27,135.75
26.023,995.79,26.511,550.34,135.75
26.19,996.02,22.267,550.4,118.4
25.742,995.95,20.909,549.98,113.53
25.821,995.96,29.814,542.31,144.79
27.902,996.23,27.275,548.18,136.31
28.693,996.66,28.856,545.34,142.23
29.936,996.91,29.321,544.05,144.25
31.367,997.34,28.694,546.78,142.58
31.328,997.85,29.274,544.28,143.89
28.53,999.08,29.07,544.6,144.12
28.722,999.31,29.171,544.11,144.09
28.496,999.49,29.114,544.72,144.12
28.537,1000.1,29.725,542.21,145.94
28.139,1000.7,29.859,542.13,146.6
27.656,1001.3,30.212,540.47,147.3
27.193,1002.1,29.834,541.56,146.73
26.714,1002.9,30.144,540.54,147.42
26.076,1003.3,29.999,541.16,147.2
25.679,1003.5,30.247,540.19,147.72
25.332,1003.6,25.925,550.07,134.52
24.979,1003.8,25.789,550.45,134.27
24.853,1004,25.926,549.84,134.73
24.738,1003.9,25.912,549.85,134.72
24.187,1004.1,23.584,550.35,125.24
23.718,1004.4,20.52,550.3,112.69
24.064,1004.7,28.916,540.98,142.71
25.102,1004.9,30.105,540.89,146.73
26.587,1005,29.98,541.13,146.55
28.012,1005.1,29.558,542.45,145.96
29.28,1005.2,29.921,541.04,146.8
30.338,1005.3,30.047,540.56,147.35
31.278,1005.4,30.166,540.38,147.29
32.137,1005.3,30.253,539.8,147.62
32.955,1005.3,30.386,539.31,147.77
32.814,1005.1,29.068,544.32,144.56
32.421,1004.8,29.368,543.08,145.22
31.611,1004.8,29.721,542.14,146.04
31.231,1004.9,30.23,540.28,147.22
30.168,1005.2,30.311,539.97,147.55
28.588,1005.6,30.825,538.01,149.12
26.817,1005.9,30.439,539.26,149.08
25.847,1006.2,30.816,537.93,150.55
24.925,1006.4,30.109,539.73,149.3
24.706,1006.2,25.796,549.96,134.27
25.262,1006.1,25.901,550.43,134.13
25.604,1006.3,25.931,550.24,134.24
25.213,1006.5,26.014,550.18,134.71
24.918,1006.8,22.322,550.03,119.83
23.634,1007,20.368,550.25,112.67
23.458,1007.3,23.498,550.33,125.13
25.186,1007.6,30.839,538.18,149.2
27.418,1008,29.792,541.31,146.63
28.657,1008.3,29.933,540.82,146.57
29.582,1008.4,29.463,542.46,145.52
30.258,1008.4,29.699,541.73,145.94
30.908,1008.5,29.567,542.07,145.63
31.517,1008.3,29.708,541.7,145.72
32.161,1008,29.265,543.41,144.92
31.789,1007.9,29.667,542.04,145.7
30.088,1006.6,29.649,541.73,146.08
29.099,1006.3,29.571,541.91,146.45
28.224,1006.1,29.978,540.52,147.3
27.375,1006,29.664,541.7,146.76
26.619,1006.1,30.085,540.28,147.85
25.864,1005.7,30.131,539.92,148.38
25.129,1005.3,25.882,550.07,134.52
24.857,1004.8,25.948,549.89,134.75
24.726,1004.6,23.746,549.85,125.71
24.581,1004.4,25.913,549.92,134.73
24.613,1004.1,24.663,549.71,129.29
24.6,1003.6,20.407,550.06,111.75
24.871,1003.3,20.439,550.02,111.74
25.354,1003.2,21.916,549.97,117.86
26.063,1003.1,20.708,550.14,112.4
26.805,1003.1,30.18,540.25,146.18
27.699,1003,27.135,547.03,135.66
29.225,1002.7,31.716,535.62,146.74
30.397,1002.4,30.628,539.18,147.36
30.472,1002.1,29.248,544.07,144.8
30.827,1001.7,29.674,542.49,145.53
30.847,1000.9,26.495,549.56,133.77
30.369,1000.8,28.375,546.76,139.77
28.573,1000.7,26.103,550.02,133.78
27.419,1000.8,25.923,549.92,133.77
26.465,1000.8,25.931,549.66,134.17
25.702,1000.8,27.016,549.99,139.09
25.159,1000.7,30.438,539.78,148.02
24.789,1000.6,29.747,541.77,146.84
24.557,1000.2,29.41,542.75,146.33
24.566,1000.1,20.774,549.91,113.37
24.508,1000.1,20.515,550.15,112.7
24.47,1000.2,20.423,550.16,111.78
24.561,1000.4,29.229,537.96,140.91
24.521,1000.5,23.197,547.42,122.18
24.39,1000.9,30.998,537.41,148.98
25.476,1001.3,29.333,543.75,145.06
26.738,1001.4,29.863,541.87,146.15
28.009,1001.4,29.651,542.59,145.42
28.999,1001.6,29.554,542.86,144.72
31.925,1001.8,29.9,541.65,145.85
32.057,1002,29.196,543.99,144.57
31.922,1002.1,29.104,544.66,144.36
31.106,1002.3,29.723,542.58,145.41
30.206,1002.2,29.35,543.85,144.75
29.523,1002.6,29.618,542.8,145.38
28.567,1003.2,29.326,543.47,144.83
27.763,1003.7,29.666,542.29,145.4
27.047,1003.9,29.484,542.6,145.43
26.431,1004.1,29.128,544.03,144.76
25.905,1004.2,29.369,543.08,145.21
25.417,1004.3,29.77,541.8,146.46
24.621,1004.4,26.514,544,134.29
24.232,1004.9,20.436,550.12,112.12
24.063,1005.1,23.405,546.31,122.54
23.943,1005.4,23.656,547.19,123.94
23.965,1005.7,22.552,549.99,120.9
24.283,1006.2,25.137,547.66,129.66
25.792,1006.7,29.845,541.5,145.32
27.391,1007.1,29.959,540.47,145.63
28.732,1007.5,28.928,544.59,143.3
29.551,1007.9,29.224,542.92,143.79
30.319,1008.4,28.912,544.61,143.29
31.38,1008.7,29.05,543.78,143.82
32.2,1008.6,29.323,542.87,144.51
33.818,1008.7,29.698,542.42,144.96
33.974,1009,29.501,542.3,145.18
33.178,1009.5,29.553,542.04,145.06
32.148,1010.1,29.445,542.17,145.5
30.601,1010.5,30.279,539.05,148.55
29.541,1011,30.578,538.09,149.66
28.614,1011.6,30.963,537.01,150.29
27.834,1012,30.675,538.26,149.78
26.87,1012.3,30.071,540.03,147.56
25.486,1012.3,30.468,538.49,149.8
23.911,1012.1,31.069,536.5,151.15
23.169,1012.2,30.061,539.97,148.35
22.441,1012.2,30.61,537.86,149.82
21.405,1012.8,31.074,535.83,151.79
21.716,1013.1,30.136,539.3,148.55
24.21,1013.5,30.485,538.6,148.43
27.231,1013.8,29.617,541.64,145.89
29.703,1013.9,30.125,539.81,147.24
31.332,1014.2,29.665,541.85,146.47
32.554,1014.4,30.095,540.07,147.36
33.333,1014.2,29.76,541.09,146.48
34.101,1014,30.35,538.97,147.46
34.532,1013.5,29.854,541.19,146.16
33.822,1013.5,30.261,539.91,147.1
32.955,1013.6,30.015,540.56,146.6
30.572,1013.7,30.65,538.48,146.82
28.843,1014,30.035,540.04,146.15
28.175,1014.2,30.481,538.6,148.2
27.252,1014.1,30.284,539.31,148.04
26.739,1014.2,30.358,538.67,148.49
26.084,1014.1,30.279,538.85,148.3
25.191,1013.9,30.188,538.55,148.71
24.517,1013.7,29.712,540.14,147.46
23.907,1013.6,30.351,538.13,149.09
23.514,1013.5,30.392,538.5,149.47
23.784,1013.7,25.422,550.04,134.03
24.684,1013.8,28.654,544.2,143.31
26.754,1013.8,28.936,542.57,142.99
28.432,1013.6,29.34,542.29,145.71
29.364,1013.5,29.817,540.35,146.84
30.123,1013.1,29.622,541.36,146.2
30.693,1012.7,29.83,540.77,146.57
31.109,1012.2,29.586,541.77,146.07
31.497,1011.7,29.863,540.99,146.57
31.011,1010.9,29.444,542.58,146.42
30.31,1010.7,29.587,541.51,147.46
29.448,1010.5,29.995,540.53,148.32
28.409,1010.3,30.275,539.5,148.48
27.379,1010.1,29.569,541.1,146.96
26.635,1009.7,29.763,540.65,147.37
26.099,1009.4,29.958,539.99,147.5
25.416,1009,30.243,539,148.09
24.829,1008.4,29.982,540.26,147.97
24.27,1007.6,29.668,540.91,147.73
23.874,1006.9,20.055,549.59,111.2
23.634,1006.5,30.155,539.23,148.6
23.547,1006.1,29.899,540.54,147.95
23.699,1005.8,25.494,550.04,134.24
24.546,1005.8,30.029,540.12,147.37
26.175,1005.4,26.586,548.68,135.87
27.435,1004.9,29.699,541.48,147.34
28.267,1004.6,29.794,541.2,146.98
28.844,1004.4,29.873,541.26,146.93
29.418,1004.1,29.579,542.42,146.2
29.991,1003.8,29.809,542,146.39
30.22,1003.6,29.487,542.8,145.47
29.381,1003.3,29.504,542.22,145.18
29.115,1003.3,29.105,543.53,144.56
28.802,1003.5,29.423,542.54,145.24
28.155,1003.7,29.371,543.37,145.11
27.444,1003.8,29.73,541.56,146.34
26.807,1004,29.532,542.45,145.98
26.255,1003.9,29.857,541.21,146.73
25.825,1003.7,29.462,542.97,145.9
25.433,1003.7,28.501,544.82,142.63
24.943,1003.6,25.934,550.36,134.67
24.831,1003.5,20.626,550.08,112.53
24.44,1003.3,26.026,549.69,135.67
24.419,1003.3,20.395,550,112.1
24.435,1003.6,20.334,550.33,111.71
24.78,1003.8,20.456,550.11,111.75
25.871,1004,26.319,549.64,135.2
27.486,1004.2,30.04,541.06,145.08
28.647,1004.4,29.376,543.29,144.4
29.873,1004.5,29.47,542.66,144.63
31.059,1004.5,28.874,544.89,143.89
31.656,1004.5,29.341,542.86,144.96
31.843,1004.4,29.16,543.47,144.5
32.362,1003.9,29.441,543.03,145.3
31.853,1003.6,29.433,543.38,145.11
31.275,1003.7,29.489,543.08,144.66
30.06,1004.3,29.365,543.48,144.06
